WKT,ID,NAME,TAGS,WEBSITE,ADDRESS,PHONE,HOURS,CREATED_AT,UPDATED_AT,GEOMETRY_X,GEOMETRY_Y
"POINT (172.636909 -43.513291)",1029160,Edgeware SuperValue,"supermarket, Lotto",http://www.progressive.co.nz,"61 Edgeware Road, Christchurch",(03) 366 1918,"Mon - Sun, 8am - 7pm",2006-08-31 13:52:43,2007-03-29 13:02:15,172.636909,-43.513291
"POINT (174.9510280000043 -41.20686999999598)",1055340,Seddon Street Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"70 Seddon Street, Naenae, Lower Hutt",(04) 567 7493,,2006-10-29 13:27:37,2007-01-23 13:23:01,174.951028,-41.20687
"POINT (176.887554000169132 -39.508497999771869)",1031020,New World Onekawa,supermarket,http://www.newworld.co.nz,"38 Maadi Road, Onekawa, Napier",(06) 843 6146,8am-9pm 7 days a week,2006-08-31 14:05:22,2007-09-17 18:58:46,176.887554,-39.5084979998
"POINT (175.774051000031363 -37.808863999972807)",1029930,Matamata Countdown,supermarket,http://www.progressive.co.nz,"Cnr Arawa & Gouk Streets, Matamata",(07) 888 7719,"Mon - Sun, 8am - 8pm",2006-08-31 13:53:01,2007-04-15 15:11:48,175.774051,-37.808864
"POINT (174.860941000003749 -36.97029999999765)",1030040,Papatoetoe Foodtown,supermarket,http://www.progressive.co.nz,"Hunters Plaza, 217 Great South Road, Papatoetoe",(09) 277 6409,7 days 8am-9pm,2006-08-31 13:53:04,2008-04-08 17:01:30,174.860941,-36.9703
"POINT (174.694757000002284 -36.789553999998674)",1056570,Lancaster Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"209 BEach Haven Road, Beach Haven",(09) 473 6197,,2006-10-29 13:28:37,2006-10-29 13:28:37,174.694757,-36.789554
"POINT (176.556988000105093 -39.995649999862245)",1029650,Waipukurau Woolworths,supermarket,http://www.progressive.co.nz,"20 Ruataniwha St, Waipukurau",(06) 858 7999,"Mon - Sun, 7am - 11pm",2006-08-31 13:52:54,2008-06-08 12:56:33,176.556988,-39.9956499999
"POINT (174.807694000002897 -41.224439999997458)",1029460,Johnsonville Woolworths,supermarket,http://www.progressive.co.nz,"31 Johnsonville Rd, Wellington",(04) 478 3950,"Mon - Sun, 24 hours",2006-08-31 13:52:50,2007-09-02 08:49:29,174.807694,-41.22444
"POINT (176.701648000144132 -38.087944999843913)",1055900,Kawerau Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"95 Onslow Street, Kawerau",(07) 323 8228,,2006-10-29 13:28:04,2007-05-07 16:54:10,176.701648,-38.0879449998
"POINT (174.825236000003372 -36.965948999997913)",1030020,Mangere Countdown,supermarket,http://www.progressive.co.nz,"Cnr Massey & Yates Roads, Mangere",(09) 275 6820,"Fri-Wed, 7am - 8pm Thurs, 7am - 9pm",2006-08-31 13:53:03,2007-04-01 16:49:12,174.825236,-36.965949
"POINT (170.349218999984771 -45.872396999969574)",1030680,New World Mosgiel,"supermarket, Lotto",http://www.newworld.co.nz,"10 Hartstonge Avenue, Mosgiel",(03) 489 3836,"8am-9pm, 7 days a week",2006-08-31 14:05:14,2007-05-14 22:31:29,170.349219,-45.872397
"POINT (173.011365 -41.11457)",1030760,New World Motueka,"supermarket, Lotto",http://www.newworld.co.nz,"271 High Street, Motueka",(03) 528 6245,"8am-8.30pm, 7 days a week",2006-08-31 14:05:16,2007-05-14 22:32:14,173.011365,-41.11457
"POINT (175.326197000012115 -38.011988999990407)",1029900,Te Awamutu Woolworths,supermarket,http://www.progressive.co.nz,"Sloane St, Te Awamutu",(07) 871 5139,"Mon - Sun, 7am - 11pm",2006-08-31 13:53:00,2007-07-28 04:16:13,175.326197,-38.011989
"POINT (173.800003 -39.330001)",1055770,Vercoes's Stores (Rahotu) Ltd,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Rahotu",(06) 763 8862,,2006-10-29 13:27:58,2006-11-20 15:30:11,173.800003,-39.330001
"POINT (174.556473000001489 -36.775836999999214)",1056410,Kumeu Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Village Shopping Centre, Kumeu",(09) 412 9709,,2006-10-29 13:28:29,2007-05-14 21:48:10,174.556473,-36.775837
"POINT (176.254349000073006 -38.140209999927613)",1028840,PAK 'n SAVE Rotorua,supermarket,http://www.paknsave.co.nz,"Cnr Fenton & Amohau Streets, Rotorua",(07) 347 8440,"8am-10pm, 7 days a week",2006-08-31 11:40:19,2006-11-05 20:09:01,176.254349,-38.1402099999
"POINT (171.23745899999787 -44.382903999997488)",1028740,PAK 'n SAVE Timaru,supermarket,http://www.paknsave.co.nz,"Evans Street, Timaru",(03) 688 6011,"8am - 9pm weekdays, 8am - 7pm weekends",2006-08-31 11:40:17,2006-12-07 20:46:16,171.237459,-44.382904
"POINT (170.42844099998689 -45.902077999974615)",1029270,Moyles SuperValue,supermarket,http://www.progressive.co.nz,"211 Main South Road, Green Island, Dunedin",(03) 488 2317,"Mon - Sun, 8am - 8pm",2006-08-31 13:52:45,2007-08-25 15:31:31,170.428441,-45.902078
"POINT (176.108610000058093 -37.694919999946556)",1029810,Bethlehem Countdown,supermarket,http://www.progressive.co.nz,"19 Bethlehem Rd, Tauranga",(07) 579 2862,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:58,2007-03-04 22:55:03,176.10861,-37.6949199999
"POINT (173.273792 -42.812419)",1054680,Cheviot Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"Hall Street, Cheviot",(03) 319 8849,,2006-10-29 13:27:05,2007-04-01 20:00:01,173.273792,-42.812419
"POINT (169.958559999971641 -46.121871999930192)",1054730,Milton Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"Shakespeare Street, Milton",(03) 417 8008,,2006-10-29 13:27:07,2007-04-30 21:57:57,169.95856,-46.1218719999
"POINT (169.375726999943652 -46.202723999800014)",1054720,Clinton Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Clinton",(03) 415 7208,,2006-10-29 13:27:07,2007-05-11 20:04:26,169.375727,-46.2027239998
"POINT (176.140151000061365 -37.667770999943322)",1056020,Cherrywood Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Cherrywood Drive, Otumoetai",(07) 576 7444,,2006-10-29 13:28:10,2007-04-15 15:41:35,176.140151,-37.6677709999
"POINT (175.425398000014013 -40.292610999985875)",1055480,Rongotea Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Douglas Square, Rongotea",(06) 324 8829,,2006-10-29 13:27:43,2007-01-17 15:43:33,175.425398,-40.292611
"POINT (178.369182000803875 -37.634074998602223)",1055820,Eastern Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Rata Street, Te Araroa",(06) 864 4874,,2006-10-29 13:28:00,2007-01-17 15:43:39,178.369182001,-37.6340749986
"POINT (175.252930000010281 -37.738094999992221)",1056090,Flagstaff Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Flagstaff Centre, River Road, North Hamilton",(07) 854 0588,,2006-10-29 13:28:14,2008-02-07 16:58:31,175.25293,-37.738095
"POINT (175.470092000016763 -37.891771999986375)",1029820,Cambridge Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Queen and Empire Streets, Cambridge",(07) 823 5971,7 days 7am-10pm,2006-08-31 13:52:58,2007-03-18 18:38:44,175.470092,-37.891772
"POINT (171.866262999999748 -42.119819999999827)",1055070,Reefton Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"47 Broadway, Reefton",(03) 732 8888,,2006-10-29 13:27:23,2006-10-29 13:27:23,171.866263,-42.11982
"POINT (171.12904299999704 -44.260125999996418)",1055030,Pleasant Point Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"93 Main Road, Pleasant Point",(03) 614 7426,,2006-10-29 13:27:22,2006-11-16 17:15:59,171.129043,-44.260126
"POINT (171.238746999997858 -44.395645999997498)",1029370,Timaru Woolworths,supermarket,http://www.progressive.co.nz,"Church Street, Timaru",(03) 688 3136,"Mon - Sun, 8am - 9pm",2006-08-31 13:52:48,2007-08-30 19:56:58,171.238747,-44.395646
"POINT (172.702267 -43.556635)",1029200,Ferrymead Woolworths,supermarket,http://www.progressive.co.nz,"999 Ferry Road, Christchurch",(03) 384 8420,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:43,2006-11-05 16:42:05,172.702267,-43.556635
"POINT (175.281386000010059 -40.471154999990127)",1055620,Vertongen's Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"7 Main Street, Foxton",(06) 363 8104,,2006-10-29 13:27:51,2007-09-10 20:47:01,175.281386,-40.471155
"POINT (176.222748000069402 -38.117437999931823)",1055910,Selwyn Heights Four Square,"supermarket, groceries",http://www.foursquare.co.nz,2 Kokako Place Rotorua,(07) 347 6668,,2006-10-29 13:28:05,2007-09-10 20:09:35,176.222748,-38.1174379999
"POINT (175.263098000010245 -38.883285999991408)",1056240,Taumarunui Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"97 hakiaha Street, Taumarunui",(07) 895 7982,,2006-10-29 13:28:21,2006-10-29 13:28:21,175.263098,-38.883286
"POINT (174.322363000000649 -35.716235999999718)",1031320,New World Regent,"supermarket, Lotto",http://www.newworld.co.nz,"The Regent Centre, 167 Bank Street, Regent",(09) 470 1090,"8am-10pm, 7 days a week",2006-08-31 14:05:30,2007-05-14 22:50:18,174.322363,-35.716236
"POINT (175.273402000010805 -37.729035999991794)",1031150,New World Rototuna,"supermarket, Lotto",http://www.newworld.co.nz,"44 Horsham Downs Road, Rototuna, Hamilton",(07) 853 0260,"7am - 10pm, 7 days a week",2006-08-31 14:05:26,2007-05-14 22:50:33,175.273402,-37.729036
"POINT (175.866890000038097 -37.20206599996817)",1031180,New World New World Whangamata,"supermarket, Lotto",http://www.newworld.co.nz,"308 Aickin Rd, Whangamata",(07) 865 0400,"8am-8pm, 7 days a week",2006-08-31 14:05:26,2007-05-14 22:52:34,175.86689,-37.202066
"POINT (170.182009999974497 -43.388179999959796)",1055080,Fern Grove Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Main Road, Franz Josef",(03) 752 0731,,2006-10-29 13:27:24,2007-04-15 23:11:11,170.18201,-43.38818
"POINT (173.475984 -35.555792)",1056330,Waimamaku Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"7233 Sh 12, Waimamaku, Northland",(09) 405 4849,,2006-10-29 13:28:25,2007-10-09 01:19:19,173.475984,-35.555792
"POINT (176.23826200007116 -38.120072999929825)",1055920,Koutu Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Koutu Shopping Centre, 48 Koutu Road, Koutu",(07) 348 6892,,2006-10-29 13:28:05,2007-05-14 21:47:01,176.238262,-38.1200729999
"POINT (175.70032500002776 -36.834731999978317)",1031180,New World Whitianga,"supermarket, Lotto",http://www.newworld.co.nz,"1 Joan Gaskell Drive, Whitianga",(07) 867 1900,"8am-8pm, 7 days a week",2006-08-31 14:05:27,2007-05-14 22:52:53,175.700325,-36.834732
"POINT (169.31398599993301 -45.540030999783006)",1029240,Roxburgh SuperValue,supermarket,http://www.progressive.co.nz,"93 Scotland Street, Roxburgh",(03) 446 8118,"Mon - Sun, 8am - 7pm",2006-08-31 13:52:44,2006-09-01 11:55:22,169.313986,-45.5400309998
"POINT (173.185172 -41.33825)",1029300,Richmond FreshChoice,supermarket,http://www.progressive.co.nz,"Queen Street, Richmond",(03) 544 8299,Mon - Sun: 8am - 9pm,2006-08-31 13:52:46,2006-12-09 13:05:01,173.185172,-41.33825
"POINT (174.900359000004187 -37.204892999997291)",1028880,PAK 'n SAVE Pukekohe,supermarket,http://www.paknsave.co.nz,"Cnr Queen & Harris Street, Pukekohe",(09) 238 0400,"8am-9pm, 7 days a week",2006-08-31 11:40:20,2007-04-06 10:46:52,174.900359,-37.204893
"POINT (174.738343000002601 -36.865098999998452)",1030080,Grey Lynn Foodtown,"supermarket, bakery, deli",http://www.progressive.co.nz,"Cnr Coleridge & Williamson Ave, Grey Lynn",(09) 376 2074,"7 days, 6am - Midnight",2006-08-31 13:53:04,2006-12-10 13:15:02,174.738343,-36.865099
"POINT (173.509542 -34.992562)",1056360,Coopers Beach Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"SH 10, Coopers Beach",(09) 406 0577,,2006-10-29 13:28:27,2007-09-10 21:22:26,173.509542,-34.992562
"POINT (175.23966900000994 -37.744860999992483)",1056080,Pukete Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"Sherwood Drive, Hamilton",(07) 849 3588,,2006-10-29 13:28:13,2007-11-11 21:36:33,175.239669,-37.744861
"POINT (175.623879000021191 -40.348759999977311)",1030930,New World Broadway,supermarket,http://www.newworld.co.nz,"Broadway Ave, Palmerston North",(06) 358 3029,"7am-10pm, 7 days a week",2006-08-31 14:05:20,2007-09-17 11:47:49,175.623879,-40.34876
"POINT (174.773892000002917 -36.848075999998251)",1004700,Tai Ping Trading Company Ltd,Asian & Chinese supermarket,,"105 Beach Road, Auckland",(09) 377 4903,,2006-07-26 15:17:56,2007-08-08 11:23:42,174.773892,-36.848076
"POINT (178.01937300055863 -38.660931999001598)",1029670,Gisborne Woolworths,supermarket,http://www.progressive.co.nz,"73 Carnarvon St, Gisborne",(06) 868 9073,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:55,2007-10-16 19:38:13,178.019373001,-38.660931999
"POINT (175.917707000041503 -37.552538999963815)",1055990,Katikati Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"20A Main Road, Katikati",(07) 549 0172,,2006-10-29 13:28:08,2007-10-28 09:59:45,175.917707,-37.552539
"POINT (174.864467000003771 -37.021141999997617)",1056260,Burbank Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"57 Burbank Avenue, Manurewa",(09) 267 2084,,2006-10-29 13:28:22,2006-10-29 13:28:22,174.864467,-37.021142
"POINT (175.564036000018888 -40.227691999980372)",1030900,New World Feilding,supermarket,http://www.newworld.co.nz,"23-33 Fergusson Street, Feilding,",(06) 323 8909,"7 days a week, from 7am to 8pm",2006-08-31 14:05:19,2007-09-18 21:22:54,175.564036,-40.227692
"POINT (175.615035000020839 -40.331697999977798)",1055590,Super Seven Supermarket,"supermarket, groceries",,"67 Milson Line, Palmerston North",(06) 357 8389,,2006-10-29 13:27:49,2007-12-16 16:55:13,175.615035,-40.331698
"POINT (175.258915000010404 -37.791488999992062)",1056080,Ezi Park Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"77-81 Greenwood Street, Hamilton",(07) 847 4966,,2006-10-29 13:28:13,2007-03-29 13:02:55,175.258915,-37.791489
"POINT (175.839468000035993 -37.393169999969558)",1031170,New World Waihi,supermarket,http://www.newworld.co.nz,"35 Kenny Street, Waihi",(07) 863 7880,"7am-9pm, 7 days a week",2006-08-31 14:05:26,2006-09-01 11:55:33,175.839468,-37.39317
"POINT (176.826335000172065 -37.975233999811017)",1029690,Riverslea Mall SuperValue,supermarket,http://www.progressive.co.nz,"Riverslea Mall, Bridge Street, Edgecumbe",(07) 304 8252,"Mon - Sun, 7am - 7pm",2006-08-31 13:52:55,2007-05-13 13:39:51,176.826335,-37.9752339998
"POINT (174.946056000004262 -41.19948399999604)",1030870,New World Naenae,supermarket,http://www.newworld.co.nz,"2-10 Vogel Street, Naenae",(04) 939 4433,"7 days a week, from 8am to 8pm",2006-08-31 14:05:18,2006-09-01 11:55:31,174.946056,-41.199484
"POINT (176.855812000160768 -39.652536999780985)",1056180,Eastend Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"1112 Heretaunga Street East, Hastings",(07) 878 7906,,2006-10-29 13:28:18,2006-10-29 13:28:18,176.855812,-39.6525369998
"POINT (171.645379999999392 -43.632941999999488)",1054600,Topnotch Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"McMillan Street, Methven",(03) 302 8114,,2006-10-29 13:27:01,2008-04-12 16:08:55,171.64538,-43.632942
"POINT (168.441581999938592 -45.738838999222615)",1054570,Lumsden Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"14 Diana Street, Lumsden",(03) 248 7143,,2006-10-29 13:14:23,2006-10-29 13:14:23,168.441582,-45.7388389992
"POINT (172.848276 -42.774178)",1054660,Culverden Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"28 Mountainview Road, Culverden",(03) 315 8020,,2006-10-29 13:27:04,2006-10-29 13:27:04,172.848276,-42.774178
"POINT (170.954749999995585 -45.10216999999372)",1030610,New World Oamaru,supermarket,http://www.newworld.co.nz,"Main South Road, Oamaru",(03) 433 1166,"8am-8pm, 7 days a week",2006-08-31 14:05:12,2006-11-30 17:27:49,170.95475,-45.10217
"POINT (171.242222999997836 -44.091160999997555)",1029390,Geraldine SuperValue,supermarket,http://www.progressive.co.nz,"Peel Street, Geraldine",(03) 693 8529,"Mon - Sun, 7am - 7pm",2006-08-31 13:52:48,2006-12-07 21:11:40,171.242223,-44.091161
"POINT (175.714067000028109 -37.544920999976554)",1029920,Te Aroha Woolworths,supermarket,http://www.progressive.co.nz,"85 Whitaker St, Te Aroha",(07) 884 9413,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:01,2007-10-12 21:51:15,175.714067,-37.544921
"POINT (175.496076000017979 -37.276312999986054)",1056150,Ngatea Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"25 Orchard West Road, Ngatea",(07) 867 7037,,2006-10-29 13:28:17,2006-10-29 13:28:17,175.496076,-37.276313
"POINT (176.704064000141841 -38.456222999839632)",1055940,Murupara Four Square,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Pine Drive, Murupara",(07) 366 5835,,2006-10-29 13:28:06,2008-06-02 17:32:32,176.704064,-38.4562229998
"POINT (172.611136 -43.491755)",1029130,Northlands Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"Cnr Main Road & Sawyers Arms Rd, Christchurch",(03) 352 3664,"Mon - Sun, 24 hours",2006-08-31 13:52:42,2007-03-18 18:47:07,172.611136,-43.491755
"POINT (172.659378 -43.382604)",1030540,New World Kaiapoi,"supermarket, Lotto",http://www.newworld.co.nz,"56-58 Charles Street, Kaiapoi",(03) 327 6026,"Mon-Fri 8am-9pm, Sat & Sun 8am-8pm",2006-08-31 14:05:10,2007-05-07 16:49:35,172.659378,-43.382604
"POINT (169.411839999932369 -44.837292999819496)",1054840,Tarras Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"State Highway 8, Tarras",(03) 445 2822,,2006-10-29 13:27:12,2006-12-16 20:20:39,169.41184,-44.8372929998
"POINT (172.657979 -43.385994)",1029070,Kaiapoi Countdown,"supermarket, Lotto",http://www.progressive.co.nz,"87-97 Hilton Street, Kaiapoi",(03) 327 5224,"Mon - Sun, 8am - 10pm",2006-08-31 13:52:41,2007-03-18 18:42:47,172.657979,-43.385994
"POINT (174.304773000000608 -35.734546999999743)",1056520,Fosters Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"121  Maunu Road, Whangarei",(09) 438 3234,,2006-10-29 13:28:35,2006-10-29 13:28:35,174.304773,-35.734547
"POINT (169.261659999934892 -45.943228999761033)",1054500,Tapanui Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"44 Northumberland Street, Tapanui",(03) 204 8630,,2006-10-29 13:14:20,2006-10-29 13:14:20,169.26166,-45.9432289998
"POINT (174.778215000002632 -41.307479999997682)",1055240,Newtown Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"7 Riddiford Street, Newtown",(04) 389 9826,,2006-10-29 13:27:32,2006-10-29 13:27:32,174.778215,-41.30748
"POINT (174.794297000002786 -41.304228999997548)",1055220,Dayal's Supermarket,"supermarket, groceries, Lotto",,"1 Moxham Avenue, Hataitai",(04) 386 2459,,2006-10-29 13:27:31,2007-03-29 13:21:53,174.794297,-41.304229
"POINT (173.79775 -35.409729)",1030100,Kaikohe Woolworths,supermarket,http://www.progressive.co.nz,"17 Station Road, Kaikohe",(09) 405 2690,"Mon - Sun, 7am - 9pm",2006-08-31 13:53:05,2007-12-07 12:08:00,173.79775,-35.409729
"POINT (173.232852 -41.312354)",1030700,New World Stoke,supermarket,http://www.newworld.co.nz,"107 Neale Avenue, Stoke, Nelson",(03) 547 7788,"8am-9pm, 7 Days",2006-08-31 14:05:14,2006-12-21 14:17:11,173.232852,-41.312354
"POINT (167.713353000257229 -45.416739998138873)",1054580,Te Anau Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"30 Town Centre, Te Anau",(03) 249 7547,,2006-10-29 13:14:24,2008-01-06 21:48:48,167.713353,-45.4167399981
"POINT (174.081388000000231 -35.279407)",1030090,Paihia Woolworths,supermarket,http://www.progressive.co.nz,"9 Puketona Rd, Paihia",(09) 402 5524,"Mon - Sun, 7am - 10pm",2006-08-31 13:53:05,2007-10-09 11:11:39,174.081388,-35.279407
"POINT (168.391023999983048 -46.418200999153392)",1054520,Newfield Four Square Supermarket,"supermarket, groceries, Lotto",http://www.foursquare.co.nz,"Cnr Tweed and Ethel Streets, Invercargill",(03) 216 8266,,2006-10-29 13:14:21,2007-05-14 22:53:27,168.391024,-46.4182009992
"POINT (168.865806999927941 -46.194306999560503)",1054480,Baldwins Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"Bridge Street, Mataura",(03) 203 8140,,2006-10-29 13:14:19,2006-12-14 19:12:34,168.865807,-46.1943069996
"POINT (176.223364000070603 -37.674377999933675)",1029790,Bayfair Countdown,supermarket,http://www.progressive.co.nz,"Bayfair Shopping Centre, Girvan Road, Mt Maunganui",(07) 575 5947,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:58,2007-03-05 10:37:22,176.223364,-37.6743779999
"POINT (175.399054000013706 -39.417717999987417)",1006880,New World Ohakune,supermarket,http://www.newworld.co.nz,"12 Goldfinch St, Ohakune",(06) 385 8587,Weekdays 7am-7pm and Weekends 7am-8pm,2006-08-06 17:48:42,2006-09-01 11:52:52,175.399054,-39.417718
"POINT (174.125796000000264 -39.550870999999873)",1055400,Manaia Four Square Discount,"supermarket, groceries",http://www.foursquare.co.nz,"53 Main South Road, Manaia, South Taranaki",(06) 274 8406,,2006-10-29 13:27:40,2007-10-15 11:17:48,174.125796,-39.550871
"POINT (169.319217999929322 -45.188804999787251)",1054870,Clyde Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"5 Fraser Street, Clyde",(03) 449 2718,,2006-10-29 13:27:14,2006-12-21 23:34:28,169.319218,-45.1888049998
"POINT (169.602507999947761 -45.093731999868709)",1054860,Omakau Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"Main Road, Omakau",(03) 447 3854,,2006-10-29 13:27:13,2006-12-21 23:38:20,169.602508,-45.0937319999
"POINT (169.658889999959598 -46.449808999876275)",1054730,Niles Four Square Supermarket,"supermarket, groceries",http://www.foursquare.co.nz,"12 Saunders Street, Owaka",(03) 415 8201,,2006-10-29 13:27:07,2007-01-23 13:19:45,169.65889,-46.4498089999
"POINT (173.264668 -35.114767)",1056370,Kaitaia Four Square,"supermarket, groceries",http://www.foursquare.co.nz,"65 Commerce Street, Kaitaia",(09) 408 1133,,2006-10-29 13:28:27,2007-01-23 13:20:04,173.264668,-35.114767
"POINT (172.80686 -40.8613)",1119400,Takaka FreshChoice,Supermarket. Fresh Choice.,http://www.progressive.co.nz,"13 Willow Street, Takaka",(03) 525 9383,,2008-01-15 21:32:07,2008-01-15 21:32:07,172.80686,-40.8613
"POINT (176.785871000147182 -39.627919999803993)",1031060,New World Flaxmere,supermarket,http://www.newworld.co.nz,"Swansea Road, Hastings",(06) 879 9957,"Weekdays 7am-8pm, Saturday 8am-8pm and Sunday 8am-6pm",2006-08-31 14:05:23,2007-09-17 20:03:53,176.785871,-39.6279199998
"POINT (175.140610000007143 -40.753352999993147)",1029580,Otaki Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Mill Rd and Aotaki St, Otaki",(06) 364 8960,"Mon - Sun, 8am - 10pm",2006-08-31 13:52:53,2007-04-21 12:39:54,175.14061,-40.753353
"POINT (172.598065 -43.530024)",1028690,PAK 'n SAVE Riccarton,supermarket,http://www.paknsave.co.nz,"Riccarton Mall, 129 Riccarton Road, Christchurch",(03) 348 9727,"7am - Midnight, 7 days a week",2006-08-31 11:40:16,2006-09-01 11:55:19,172.598065,-43.530024
"POINT (172.638079 -43.539733)",1028710,PAK 'n SAVE Moorhouse,supermarket,http://www.paknsave.co.nz,"297 Moorhouse Ave, Christchurch",(03) 377 1000,"8am - 10pm, 7 days a week",2006-08-31 11:40:16,2006-09-01 11:55:19,172.638079,-43.539733
"POINT (170.49986199998861 -45.892443999978553)",1028720,PAK 'n SAVE Dunedin,supermarket,http://www.paknsave.co.nz,"86 Hillside Road, Dunedin",(03) 455 5129,"8am - 10pm, 7 days a week",2006-08-31 11:40:16,2006-09-01 11:55:19,170.499862,-45.892444
"POINT (174.050624000000198 -39.082922)",1029600,Westown Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Wallath & Tukapa Sts, Westown, New Plymouth",(06) 753 9448,"Mon - Sun, 7am - 10pm",2006-08-31 13:52:53,2006-12-29 19:45:13,174.050624,-39.082922
"POINT (168.94460199992605 -46.098688999609323)",1028970,Gore Woolworths,supermarket,http://www.progressive.co.nz,"24 Medway Street, Gore",(03) 203 9043,"Mon - Fri, 7am - 10pm, Sat-Sun 8am-9pm",2006-08-31 13:52:38,2006-09-01 11:55:20,168.944602,-46.0986889996
"POINT (168.346960999991495 -46.375432999104973)",1028970,Waikiwi Woolworths,supermarket,http://www.progressive.co.nz,"Cnr North Rd & Durham St, Waikiwi, Invercargill",(03) 215 8178,"Mon-Sun, 8am-10pm",2006-08-31 13:52:38,2006-09-21 13:12:37,168.346961,-46.3754329991
"POINT (172.298027 -43.762655)",1029060,Leeston SuperValue,supermarket,http://www.progressive.co.nz,"78 High Street, Leeston",(03) 324 3788,"Mon - Fri: 8am - 7pm, Sat - Sun: 8am - 4pm",2006-08-31 13:52:40,2006-09-01 11:55:21,172.298027,-43.762655
"POINT (167.997386000120486 -46.143496998630461)",1028990,Otautau SuperValue,supermarket,http://www.progressive.co.nz,"157 Main Street, Otautau",(03) 225 8029,"Mon - Sat, 8am - 7.00pm , 9am - 5pm Sun",2006-08-31 13:52:39,2006-11-16 17:13:41,167.997386,-46.1434969986
"POINT (174.8542510000037 -36.875407999997712)",1028930,PAK 'n SAVE Glen Innes,"supermarket, Lotto",http://www.paknsave.co.nz,"182 Apirana Ave, Glen Innes",(09) 528 4885,"8am-10pm, 7 days a week",2006-08-31 11:40:21,2007-03-29 13:14:56,174.854251,-36.875408
"POINT (174.631934000001905 -36.877337999998943)",1028950,PAK 'n SAVE Henderson,"supermarket, Lotto",http://www.paknsave.co.nz,"Alderman Drive, Henderson, Auckland",(09) 837 0221,"8am-10pm, 7 days a week",2006-08-31 11:40:22,2007-03-29 13:27:48,174.631934,-36.877338
"POINT (173.281174 -41.270574)",1029310,Nelson Woolworths,supermarket,http://www.progressive.co.nz,"Cnr Hali & Paru Paru Rd, Nelson",(03) 546 6466,"Mon-Sun, 7am-10pm",2006-08-31 13:52:46,2007-04-01 20:36:58,173.281174,-41.270574
"POINT (174.007215000000144 -41.290238)",1029340,Picton SuperValue,supermarket,http://www.progressive.co.nz,"Mariners Mall, Picton",(03) 573 6463,"Mon - Sun, 7.30am - 9pm",2006-08-31 13:52:47,2007-04-15 15:07:10,174.007215,-41.290238
"POINT (172.705999 -43.48164)",1029180,Parklands FreshChoice,supermarket,http://www.progressive.co.nz,"60 Queenspark Drive, Parklands",(03) 383 1004,Mon - Sun: 7am - 9pm,2006-08-31 13:52:43,2006-09-01 11:55:21,172.705999,-43.48164
